feature,target,mean_r,sd_r,min_r,max_r,sign_consistency,mean_spearman,mean_p,n_sig05
depth_max,a_p,0.19649339443032426,0.04865815956315484,0.13991094794700382,0.29276375557967843,10,0.14871373836891078,0.33063183138181945,0
depth_max,ddg_pcc,-0.02947185250496683,0.06188588640407605,-0.09647692185528328,0.06454166793241205,6,0.08598795840175151,0.7466291737801669,0
depth_max,a_dg,0.19649339447059078,0.04865815979886858,0.13991095054242375,0.2927637564012192,10,0.14871373836891078,0.33063183141918917,0
depth_p90,b_p,-0.31884488427338215,0.09855602302156326,-0.42004686747381353,-0.13203794471645205,10,-0.2378762999452655,0.14708133573954046,4
depth_p90,abs_b_p,0.41295742585213163,0.10873538104589656,0.168340289780025,0.5889002962160084,10,0.3297208538587849,0.06506216010284582,8
depth_p90,a_p,-0.5234851564415889,0.08791985796598693,-0.6106985471965046,-0.3180052122264901,10,-0.49906951286261625,0.014840103127373822,9
depth_p90,ddg_pcc,-0.4779236217083784,0.07051506062303081,-0.5447686690633687,-0.28235682432065873,10,-0.488943623426382,0.021439737146246637,9
depth_p90,a_dg,-0.5234851607548305,0.08791985690807538,-0.6106985500551223,-0.31800521927012254,10,-0.49906951286261625,0.014840101944762879,9
frac_deep_6A,b_p,0.1805423745264348,0.01815805377014906,0.15260369122495793,0.2054900162145142,10,0.22633486846575662,0.3598904423126278,0
frac_deep_6A,abs_b_p,-0.010196733704748932,0.11018188485828588,-0.25097404869106327,0.16773588314032148,6,0.04050202909387225,0.6984739000642399,0
frac_deep_6A,a_p,0.3088080904739268,0.03741472786028028,0.24258068080587838,0.3716392579383917,10,0.27874925905782666,0.11681698627984179,0
frac_deep_6A,ddg_pcc,0.12064600471724991,0.031673563016274775,0.09115420219830847,0.20213378909816765,10,0.14056586567873305,0.5461647311895456,0
frac_deep_6A,a_dg,0.30880809018444905,0.037414727464667494,0.2425806765408213,0.3716392561818036,10,0.27874925905782666,0.11681698651378125,0
frac_H,b_p,-0.3197845608164736,0.1030290380850999,-0.5221088402176703,-0.198444287822611,10,-0.3365528281627185,0.141728339691086,3
frac_H,abs_b_p,0.009501320311231081,0.1841307382510222,-0.18350407732782636,0.4997935606612395,4,-0.06070514375451105,0.6409567467750505,1
