feature,target,r_all,sign_all,r_natural21,sign_nat,r_partial_nres,loo_worst,loo_min,loo_max
n_saltbridge,ddg_pcc,0.011549831372373453,7,0.010262202090426217,7,-0.05775024565604462,-0.14503827514970072,-0.14503827514970072,0.09614137045362593
saltbridge_per_res,a_p,-0.2438317378225449,10,0.14120818875619384,10,-0.38272344628817717,-0.1568272990662745,-0.32562796629491747,-0.1568272990662745
saltbridge_per_res,b_p,0.03162349553589397,7,0.3289150766139458,10,-0.03095682013795257,-0.07490383343036582,-0.07490383343036582,0.20680833031203524
saltbridge_per_res,abs_b_p,-0.09047389110575191,7,-0.26312526509079476,10,0.02448484138499492,0.021281389809622936,-0.21151690110313176,0.021281389809622936
saltbridge_per_res,ddg_pcc,0.033844406414721126,7,0.11040048244149517,10,-0.10002991313645274,-0.10007844130471646,-0.10007844130471646,0.15294150760606243
frac_charged,a_p,-0.016092000800839994,8,0.4885135481289907,10,-0.2278094546238692,0.07483056363070906,-0.10895940597910732,0.07483056363070906
frac_charged,b_p,0.26179337944869824,10,0.4053274547526394,10,0.23608877262541697,0.15872844873919148,0.15872844873919148,0.37604661882082274
frac_charged,abs_b_p,-0.09033644536139376,9,-0.2742890820221046,10,0.1241110288068088,0.09373094595355333,-0.17898363270698245,0.09373094595355333
frac_charged,ddg_pcc,0.2873602821395587,10,0.6079322180685869,10,0.13841531170176266,0.1695067673610633,0.1695067673610633,0.40062412308075024
net_charge,a_p,0.2600836100116043,9,0.34467661186245124,10,0.3051830299359843,0.1977242823009576,0.1977242823009576,0.36038914595618815
net_charge,b_p,-0.08997719439492277,10,0.11792085907860242,9,-0.07124973682725717,0.08315232997740338,-0.20187946265279327,0.08315232997740338
net_charge,abs_b_p,-0.17707495966570802,10,-0.08488952651552484,7,-0.2313940773374868,-0.09082097584785873,-0.27206277833533066,-0.09082097584785873
net_charge,ddg_pcc,0.19132332777441277,10,0.13667101683643978,9,0.24774186829324943,0.09141239874664642,0.09141239874664642,0.2491915623464563
net_charge_per_res,a_p,0.27619283585483184,9,0.3722282516467776,10,0.320142322548263,0.19695048895593179,0.19695048895593179,0.377289659132309
net_charge_per_res,b_p,-0.08018783528782299,10,0.12472855304737074,9,-0.06202454038245905,0.09279072896713926,-0.17694701574267283,0.09279072896713926
net_charge_per_res,abs_b_p,-0.17651369174713294,10,-0.0837077924905993,7,-0.22858193856231926,-0.0882747331242119,-0.2620927108396255,-0.0882747331242119
net_charge_per_res,ddg_pcc,0.21633617658384421,10,0.13379191187874137,9,0.27183987745359506,0.08889038382235087,0.08889038382235087,0.27178328551556846
packing_frac,a_p,-0.628410629598909,10,-0.5375519173882118,10,-0.6681730864698716,-0.5712897294996607,-0.6684688655200578,-0.5712897294996607
packing_frac,b_p,-0.3157875979314949,10,-0.23918380331723946,10,-0.3377423862683349,-0.2542608047096541,-0.37904880283387643,-0.2542608047096541
packing_frac,abs_b_p,0.2337355429801124,9,0.33761638861805104,10,0.2694883596703158,0.17368576036418393,0.17368576036418393,0.3043292938016306
packing_frac,ddg_pcc,-0.43061775763188875,10,-0.4911076563016946,10,-0.47783537067082005,-0.2773777427633108,-0.5229176616618265,-0.2773777427633108
void_vol_per_res,a_p,0.6172636774626049,10,0.5114837546937836,10,0.6485782097693213,0.5599105845047174,0.5599105845047174,0.659137071415748
void_vol_per_res,b_p,0.3134539314600917,10,0.23742961533773763,10,0.33032968070595314,0.25371294974147374,0.25371294974147374,0.37638333317732087
void_vol_per_res,abs_b_p,-0.24105178915690756,10,-0.32933802139297613,10,-0.26840176434658425,-0.1793007455134735,-0.3066635463296636,-0.1793007455134735
void_vol_per_res,ddg_pcc,0.43015268720333594,10,0.46761920944030183,10,0.4675234400549777,0.288859748847243,0.288859748847243,0.5135941400226293
ca_nb10_mean,a_p,-0.29709289643886005,10,-0.4123315027121648,10,-0.21369681355601008,-0.2404103375568269,-0.4062386837055107,-0.2404103375568269
ca_nb10_mean,b_p,-0.010168881577954935,5,0.02388864945403794,5,0.10103349761775819,0.05960138461519108,-0.14365905864841394,0.05960138461519108
ca_nb10_mean,abs_b_p,0.2441444484351288,9,0.27570211206205725,9,0.10695910690971507,0.17349465506320536,0.17349465506320536,0.312369703160114
ca_nb10_mean,ddg_pcc,-0.1383286010306286,10,-0.39373766957492906,10,0.05078139850854811,-0.08559172910245012,-0.2899552421413765,-0.08559172910245012
ca_nb10_std,a_p,0.10264514260307052,10,0.13904152207445342,10,0.2096356447671091,0.039249264133501334,0.039249264133501334,0.16468131797419616
ca_nb10_std,b_p,0.08541001893288018,9,0.293987153108514,10,0.15558188089362618,-0.03117022153033327,-0.03117022153033327,0.2292183876055729
ca_nb10_std,abs_b_p,0.0687014250134837,8,0.10888878538824635,8,-0.03925689607348272,-0.041632310767959,-0.041632310767959,0.15650470789209792
ca_nb10_std,ddg_pcc,0.1858164163154566,10,0.1954310780622513,10,0.33525575698111143,0.1244074663953935,0.1244074663953935,0.23539939008716032
frac_core_nb10_gt20,a_p,-0.090732425143413,10,-0.14269692115912402,9,0.039050439316847325,-0.04415592411605294,-0.17913416405091448,-0.04415592411605294
frac_core_nb10_gt20,b_p,0.07761663312719633,8,0.1762519216887059,10,0.1937144745917593,-0.05121556248576119,-0.05121556248576119,0.19775251702164237
frac_core_nb10_gt20,abs_b_p,0.14574653509644991,9,0.19345460897804934,9,-0.00318389488104701,0.05315016703137583,0.05315016703137583,0.22261127165951358
frac_core_nb10_gt20,ddg_pcc,0.040479938132579524,9,-0.09498973023854562,9,0.25177844044572883,-0.07089252618172566,-0.07089252618172566,0.08269017101689943
frac_gly,a_p,0.1317162600783659,9,0.1044688049236707,10,0.25147120333867623,0.07642682188610395,0.07642682188610395,0.2403251202925568
frac_gly,b_p,0.074404266971869,7,0.21608508473634477,10,0.1489520862282694,-0.04093517792469868,-0.04093517792469868,0.1647576453236872
frac_gly,abs_b_p,-0.13743384523178565,9,-0.09669971972934996,8,-0.28645016590511907,-0.02983022154572922,-0.21301038723058835,-0.02983022154572922
frac_gly,ddg_pcc,0.02162698525056359,7,0.00499246176384118,7,0.15965559073871355,-0.11741333506479117,-0.11741333506479117,0.10318391597948193
frac_pro,a_p,0.08443375489227994,10,-0.009701156501515358,6,0.12258919836069984,-0.00741643025907184,-0.00741643025907184,0.14892714336636448
frac_pro,b_p,-0.11338084553479381,10,-0.17657691858478003,9,-0.0955063490746911,-0.03507442562834812,-0.18385156530697602,-0.03507442562834812
frac_pro,abs_b_p,0.11478633401426375,10,0.15724637413805637,9,0.07991246598455345,0.04219071570829185,0.04219071570829185,0.23201125478670784
frac_pro,ddg_pcc,-0.008533114553284354,8,-0.0878351724690915,9,0.037118468552597796,0.05784132322803302,-0.06928773390793588,0.05784132322803302
frac_aromatic,a_p,-0.28855835373412353,10,-0.2933707998949514,10,-0.23414909674609877,-0.15901995596317237,-0.4277529814195199,-0.15901995596317237
frac_aromatic,b_p,-0.21277132911017907,10,-0.10342964003973917,7,-0.18104327734051306,-0.08882263600710599,-0.2908783680620911,-0.08882263600710599
frac_aromatic,abs_b_p,0.07914324728939288,8,0.11843052121885127,7,-0.011784420787929328,-0.11463652596967192,-0.11463652596967192,0.15786359334059327
frac_aromatic,ddg_pcc,-0.5213695137568157,10,-0.46164058122553636,10,-0.4720097782661801,-0.4536083129293684,-0.5939254318671476,-0.4536083129293684
frac_ILVFM,a_p,-0.010788279430485163,6,-0.4571385877218141,10,0.0883646100167448,0.07407001354901784,-0.13893351899725667,0.07407001354901784
frac_ILVFM,b_p,0.10429242009730096,10,-0.06912501915476073,8,0.18189473255435223,0.02700204698194512,0.02700204698194512,0.2237906993369009
frac_ILVFM,abs_b_p,0.15183154012806216,8,0.24139550238467816,10,0.05106670900873149,0.07619083427606411,0.07619083427606411,0.21367913404016745
frac_ILVFM,ddg_pcc,-0.17781981240776348,10,-0.36988769522587106,10,-0.07021634162527388,-0.10009780219672444,-0.3306743195684348,-0.10009780219672444
