feature,target,r_all,sign_all,r_natural21,sign_nat,r_partial_nres,loo_worst,loo_min,loo_max
hbond_per_res,ddg_pcc,-0.11767002602590956,10,-0.09789030162185008,7,-0.32601117397311735,0.037155172451573834,-0.1843739197335485,0.037155172451573834
hbond_lr_per_res,a_p,0.0953753825460322,9,-0.08977342533032524,9,0.2467074152387181,0.024765024215159595,0.024765024215159595,0.2176180969641865
hbond_lr_per_res,b_p,0.421336365531724,10,0.357974539268879,10,0.589019801646887,0.34699756778233515,0.34699756778233515,0.514356499785191
hbond_lr_per_res,abs_b_p,0.05870888873296724,9,0.012635981108011623,6,-0.09080370369148502,-0.016096502057264477,-0.016096502057264477,0.28396975045150896
hbond_lr_per_res,ddg_pcc,0.0595845379200603,7,-0.013246955884924253,4,0.2482229446897921,-0.10954585253626462,-0.10954585253626462,0.1235027340319815
hbond_lr_frac,a_p,0.08258893674655493,9,-0.08344752896235104,9,0.24437081185580176,0.020953590471117167,0.020953590471117167,0.192751722615279
hbond_lr_frac,b_p,0.3738499217858216,10,0.34517986465893846,10,0.548535996274494,0.2939209734172388,0.2939209734172388,0.5014385413409388
hbond_lr_frac,abs_b_p,0.05984617898022524,9,0.035054169089507356,8,-0.10132106743336422,-0.02887418525604532,-0.02887418525604532,0.25841138766767663
hbond_lr_frac,ddg_pcc,0.04758271172414903,7,-0.01975479273559279,5,0.24885052345964276,-0.10345459067003256,-0.10345459067003256,0.11855414098527724
n_saltbridge,a_p,-0.24456763305346335,10,0.023527385566844118,7,-0.31147770820472304,-0.15741894052442987,-0.3340011690358171,-0.15741894052442987
n_saltbridge,b_p,0.07931038321077702,9,0.2947358542224524,10,0.050079394696090754,-0.03239876943895773,-0.03239876943895773,0.24006511680599849
n_saltbridge,abs_b_p,-0.10593605896694529,9,-0.2320409500928869,10,-0.04896970272594216,0.020007520617597634,-0.21641096441314986,0.020007520617597634
