file,protein,N,pct,end,k,hits,rate,chance,enr
abl_anchor_w1.0_s42_e14,2K28,919,0.15,bot,137,87,0.635036496350365,0.14907508161044614,4.25984335872982
abl_anchor_w1.0_s42_e14,2K5H,1124,0.05,top,56,12,0.21428571428571427,0.0498220640569395,4.301020408163265
abl_anchor_w1.0_s42_e14,2K5H,1124,0.05,bot,56,30,0.5357142857142857,0.0498220640569395,10.752551020408163
abl_anchor_w1.0_s42_e14,2K5H,1124,0.1,top,112,32,0.2857142857142857,0.099644128113879,2.86734693877551
abl_anchor_w1.0_s42_e14,2K5H,1124,0.1,bot,112,77,0.6875,0.099644128113879,6.899553571428571
abl_anchor_w1.0_s42_e14,2K5H,1124,0.15,top,168,63,0.375,0.1494661921708185,2.5089285714285716
abl_anchor_w1.0_s42_e14,2K5H,1124,0.15,bot,168,124,0.7380952380952381,0.1494661921708185,4.938208616780046
abl_anchor_w1.0_s42_e14,2KVS,1206,0.05,top,60,2,0.03333333333333333,0.04975124378109453,0.6699999999999999
abl_anchor_w1.0_s42_e14,2KVS,1206,0.05,bot,60,20,0.3333333333333333,0.04975124378109453,6.699999999999999
abl_anchor_w1.0_s42_e14,2KVS,1206,0.1,top,120,20,0.16666666666666666,0.09950248756218906,1.6749999999999998
abl_anchor_w1.0_s42_e14,2KVS,1206,0.1,bot,120,48,0.4,0.09950248756218906,4.0200000000000005
abl_anchor_w1.0_s42_e14,2KVS,1206,0.15,top,180,44,0.24444444444444444,0.14925373134328357,1.6377777777777778
abl_anchor_w1.0_s42_e14,2KVS,1206,0.15,bot,180,87,0.48333333333333334,0.14925373134328357,3.2383333333333337
abl_anchor_w1.0_s42_e14,2KWH,979,0.05,top,48,16,0.3333333333333333,0.049029622063329927,6.798611111111111
abl_anchor_w1.0_s42_e14,2KWH,979,0.05,bot,48,23,0.4791666666666667,0.049029622063329927,9.773003472222223
abl_anchor_w1.0_s42_e14,2KWH,979,0.1,top,97,35,0.36082474226804123,0.09908069458631256,3.6417260070145603
abl_anchor_w1.0_s42_e14,2KWH,979,0.1,bot,97,58,0.5979381443298969,0.09908069458631256,6.034860240195557
abl_anchor_w1.0_s42_e14,2KWH,979,0.15,top,146,65,0.4452054794520548,0.1491317671092952,2.9853161944079565
abl_anchor_w1.0_s42_e14,2KWH,979,0.15,bot,146,103,0.7054794520547946,0.1491317671092952,4.7305779696003
abl_anchor_w1.0_s42_e14,2KXD,1172,0.05,top,58,2,0.034482758620689655,0.04948805460750853,0.6967895362663495
abl_anchor_w1.0_s42_e14,2KXD,1172,0.05,bot,58,27,0.46551724137931033,0.04948805460750853,9.406658739595718
abl_anchor_w1.0_s42_e14,2KXD,1172,0.1,top,117,13,0.1111111111111111,0.09982935153583618,1.1130104463437795
abl_anchor_w1.0_s42_e14,2KXD,1172,0.1,bot,117,74,0.6324786324786325,0.09982935153583618,6.3355979253415144
abl_anchor_w1.0_s42_e14,2KXD,1172,0.15,top,175,36,0.2057142857142857,0.1493174061433447,1.3776979591836733
abl_anchor_w1.0_s42_e14,2KXD,1172,0.15,bot,175,111,0.6342857142857142,0.1493174061433447,4.247902040816326
abl_anchor_w1.0_s42_e14,2L33,1333,0.05,top,66,5,0.07575757575757576,0.04951237809452363,1.5300734618916438
abl_anchor_w1.0_s42_e14,2L33,1333,0.05,bot,66,34,0.5151515151515151,0.04951237809452363,10.404499540863178
abl_anchor_w1.0_s42_e14,2L33,1333,0.1,top,133,29,0.21804511278195488,0.09977494373593399,2.1853694386341793
abl_anchor_w1.0_s42_e14,2L33,1333,0.1,bot,133,97,0.7293233082706767,0.09977494373593399,7.309683984397083
abl_anchor_w1.0_s42_e14,2L33,1333,0.15,top,199,47,0.23618090452261306,0.14928732183045762,1.5820560086866493
abl_anchor_w1.0_s42_e14,2L33,1333,0.15,bot,199,138,0.6934673366834171,0.14928732183045762,4.64518572763314
abl_anchor_w1.0_s42_e14,2LQK,989,0.05,top,49,9,0.1836734693877551,0.04954499494438827,3.707205331112037
abl_anchor_w1.0_s42_e14,2LQK,989,0.05,bot,49,13,0.2653061224489796,0.04954499494438827,5.354852144939609
abl_anchor_w1.0_s42_e14,2LQK,989,0.1,top,98,31,0.3163265306122449,0.09908998988877654,3.1923157017909207
abl_anchor_w1.0_s42_e14,2LQK,989,0.1,bot,98,60,0.6122448979591837,0.09908998988877654,6.178675551853394
abl_anchor_w1.0_s42_e14,2LQK,989,0.15,top,148,61,0.41216216216216217,0.14964610717896865,2.754245799853908
abl_anchor_w1.0_s42_e14,2LQK,989,0.15,bot,148,101,0.6824324324324325,0.14964610717896865,4.560308619430241
abl_anchor_w1.0_s42_e14,2WXC,786,0.05,top,39,18,0.46153846153846156,0.04961832061068702,9.301775147928995
abl_anchor_w1.0_s42_e14,2WXC,786,0.05,bot,39,22,0.5641025641025641,0.04961832061068702,11.368836291913215
abl_anchor_w1.0_s42_e14,2WXC,786,0.1,top,78,28,0.358974358974359,0.09923664122137404,3.617357001972387
abl_anchor_w1.0_s42_e14,2WXC,786,0.1,bot,78,58,0.7435897435897436,0.09923664122137404,7.493096646942801
abl_anchor_w1.0_s42_e14,2WXC,786,0.15,top,117,49,0.4188034188034188,0.14885496183206107,2.8134998904229676
abl_anchor_w1.0_s42_e14,2WXC,786,0.15,bot,117,94,0.8034188034188035,0.14885496183206107,5.397326320403244
abl_anchor_w1.0_s42_e14,3DKM,1238,0.05,top,61,4,0.06557377049180328,0.049273021001615507,1.3308250470303684
abl_anchor_w1.0_s42_e14,3DKM,1238,0.05,bot,61,29,0.47540983606557374,0.049273021001615507,9.648481590970169
abl_anchor_w1.0_s42_e14,3DKM,1238,0.1,top,123,35,0.2845528455284553,0.09935379644588045,2.864035957432745
abl_anchor_w1.0_s42_e14,3DKM,1238,0.1,bot,123,52,0.42276422764227645,0.09935379644588045,4.255139136757221
abl_anchor_w1.0_s42_e14,3DKM,1238,0.15,top,185,66,0.3567567567567568,0.1494345718901454,2.3873776479181887
abl_anchor_w1.0_s42_e14,3DKM,1238,0.15,bot,185,95,0.5135135135135135,0.1494345718901454,3.4363769174579986
abl_anchor_w1.0_s42_e14,4C26,1159,0.05,top,57,11,0.19298245614035087,0.04918032786885246,3.9239766081871346
abl_anchor_w1.0_s42_e14,4C26,1159,0.05,bot,57,40,0.7017543859649122,0.04918032786885246,14.269005847953215
abl_anchor_w1.0_s42_e14,4C26,1159,0.1,top,115,29,0.25217391304347825,0.0992234685073339,2.5414744801512286
abl_anchor_w1.0_s42_e14,4C26,1159,0.1,bot,115,80,0.6956521739130435,0.0992234685073339,7.0109640831758036
abl_anchor_w1.0_s42_e14,4C26,1159,0.15,top,173,49,0.2832369942196532,0.14926660914581535,1.8975241404657692
abl_anchor_w1.0_s42_e14,4C26,1159,0.15,bot,173,131,0.7572254335260116,0.14926660914581535,5.072972702061546
abl_anchor_w1.0_s42_e14,6EWS,1035,0.05,top,51,20,0.39215686274509803,0.04927536231884058,7.958477508650518
abl_anchor_w1.0_s42_e14,6EWS,1035,0.05,bot,51,25,0.49019607843137253,0.04927536231884058,9.948096885813149
abl_anchor_w1.0_s42_e14,6EWS,1035,0.1,top,103,48,0.46601941747572817,0.09951690821256039,4.682816476576492
abl_anchor_w1.0_s42_e14,6EWS,1035,0.1,bot,103,71,0.6893203883495146,0.09951690821256039,6.926666038269394
abl_anchor_w1.0_s42_e14,6EWS,1035,0.15,top,155,68,0.43870967741935485,0.1497584541062802,2.929448491155047
abl_anchor_w1.0_s42_e14,6EWS,1035,0.15,bot,155,113,0.7290322580645161,0.1497584541062802,4.8680541103017685
abl_anchor_w1.0_s42_e14,6EWT,1024,0.05,top,51,14,0.27450980392156865,0.0498046875,5.511726259131104
abl_anchor_w1.0_s42_e14,6EWT,1024,0.05,bot,51,27,0.5294117647058824,0.0498046875,10.629757785467127
abl_anchor_w1.0_s42_e14,6EWT,1024,0.1,top,102,29,0.28431372549019607,0.099609375,2.8542868127643213
abl_anchor_w1.0_s42_e14,6EWT,1024,0.1,bot,102,70,0.6862745098039216,0.099609375,6.889657823913879
abl_anchor_w1.0_s42_e14,6EWT,1024,0.15,top,153,51,0.3333333333333333,0.1494140625,2.230936819172113
abl_anchor_w1.0_s42_e14,6EWT,1024,0.15,bot,153,110,0.7189542483660131,0.1494140625,4.811824511939852
abl_anchor_w1.0_s42_e14,6EWU,1009,0.05,top,50,24,0.48,0.049554013875123884,9.686399999999999
abl_anchor_w1.0_s42_e14,6EWU,1009,0.05,bot,50,30,0.6,0.049554013875123884,12.108
abl_anchor_w1.0_s42_e14,6EWU,1009,0.1,top,100,51,0.51,0.09910802775024777,5.1459
abl_anchor_w1.0_s42_e14,6EWU,1009,0.1,bot,100,65,0.65,0.09910802775024777,6.5585
abl_anchor_w1.0_s42_e14,6EWU,1009,0.15,top,151,76,0.5033112582781457,0.14965312190287414,3.363185825183106
abl_anchor_w1.0_s42_e14,6EWU,1009,0.15,bot,151,105,0.695364238410596,0.14965312190287414,4.64650673216087
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.05,top,40,4,0.1,0.04962779156327544,2.015
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.05,bot,40,21,0.525,0.04962779156327544,10.57875
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.1,top,80,17,0.2125,0.09925558312655088,2.1409374999999997
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.1,bot,80,52,0.65,0.09925558312655088,6.54875
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.15,top,120,35,0.2916666666666667,0.1488833746898263,1.959027777777778
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0746,806,0.15,bot,120,77,0.6416666666666667,0.1488833746898263,4.309861111111112
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.05,top,39,6,0.15384615384615385,0.04905660377358491,3.136094674556213
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.05,bot,39,14,0.358974358974359,0.04905660377358491,7.317554240631163
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.1,top,79,16,0.20253164556962025,0.09937106918238994,2.038134914276558
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.1,bot,79,39,0.4936708860759494,0.09937106918238994,4.967953853549111
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.15,top,119,38,0.31932773109243695,0.14968553459119496,2.133323917802415
abl_anchor_w1.0_s42_e14,HEEH_KT_rd6_0793,795,0.15,bot,119,57,0.4789915966386555,0.14968553459119496,3.199985876703623
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.05,top,40,3,0.075,0.049813200498132,1.505625
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.05,bot,40,23,0.575,0.049813200498132,11.543125
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.1,top,80,17,0.2125,0.099626400996264,2.13296875
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.1,bot,80,58,0.725,0.099626400996264,7.2771875
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.15,top,120,48,0.4,0.149439601494396,2.676666666666667
abl_anchor_w1.0_s42_e14,HHH_rd1_0142,803,0.15,bot,120,88,0.7333333333333333,0.149439601494396,4.907222222222222
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.05,top,38,10,0.2631578947368421,0.04935064935064935,5.3324099722991685
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.05,bot,38,22,0.5789473684210527,0.04935064935064935,11.731301939058172
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.1,top,77,26,0.33766233766233766,0.1,3.3766233766233764
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.1,bot,77,52,0.6753246753246753,0.1,6.753246753246753
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.15,top,115,57,0.4956521739130435,0.14935064935064934,3.3187145557655957
abl_anchor_w1.0_s42_e14,HHH_rd1_0244,770,0.15,bot,115,78,0.6782608695652174,0.14935064935064934,4.541398865784499
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.05,top,44,4,0.09090909090909091,0.04905239687848383,1.8533057851239672
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.05,bot,44,34,0.7727272727272727,0.04905239687848383,15.75309917355372
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.1,top,89,17,0.19101123595505617,0.09921962095875139,1.9251357151874764
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.1,bot,89,70,0.7865168539325843,0.09921962095875139,7.927029415477844
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.15,top,134,35,0.26119402985074625,0.14938684503901895,1.7484406326576074
abl_anchor_w1.0_s42_e14,r11_1081_TrROS_Hall,897,0.15,bot,134,99,0.7388059701492538,0.14938684503901895,4.945589218088662
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.05,top,49,18,0.3673469387755102,0.04994903160040775,7.3544356518117455
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.05,bot,49,16,0.32653061224489793,0.04994903160040775,6.537276134943773
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.1,top,98,43,0.4387755102040816,0.0998980632008155,4.392232403165347
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.1,bot,98,51,0.5204081632653061,0.0998980632008155,5.20939192003332
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.15,top,147,67,0.4557823129251701,0.14984709480122324,3.041649312786339
abl_anchor_w1.0_s42_e14,r12_757_TrROS_Hall,981,0.15,bot,147,91,0.6190476190476191,0.14984709480122324,4.131195335276968
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.05,top,49,3,0.061224489795918366,0.04954499494438827,1.2357351103706788
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.05,bot,49,29,0.5918367346938775,0.04954499494438827,11.945439400249896
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.1,top,98,24,0.24489795918367346,0.09908998988877654,2.4714702207413577
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.1,bot,98,74,0.7551020408163265,0.09908998988877654,7.620366513952519
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.15,top,148,46,0.3108108108108108,0.14964610717896865,2.0769722425127832
abl_anchor_w1.0_s42_e14,r18_3_TrROS_Hall,989,0.15,bot,148,120,0.8108108108108109,0.14964610717896865,5.418188458729
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.05,top,56,4,0.07142857142857142,0.049777777777777775,1.4349489795918366
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.05,bot,56,24,0.42857142857142855,0.049777777777777775,8.60969387755102
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.1,top,112,19,0.16964285714285715,0.09955555555555555,1.7040019132653064
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.1,bot,112,47,0.41964285714285715,0.09955555555555555,4.21516262755102
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.15,top,168,32,0.19047619047619047,0.14933333333333335,1.2755102040816324
abl_anchor_w3.0_s42_e13,1GYZ,1125,0.15,bot,168,82,0.4880952380952381,0.14933333333333335,3.2684948979591835
abl_anchor_w3.0_s42_e13,1PSE,1217,0.05,top,60,7,0.11666666666666667,0.049301561216105176,2.366388888888889
abl_anchor_w3.0_s42_e13,1PSE,1217,0.05,bot,60,21,0.35,0.049301561216105176,7.099166666666666
abl_anchor_w3.0_s42_e13,1PSE,1217,0.1,top,121,28,0.23140495867768596,0.09942481511914544,2.327436650502015
abl_anchor_w3.0_s42_e13,1PSE,1217,0.1,bot,121,68,0.5619834710743802,0.09942481511914544,5.652346151219179
abl_anchor_w3.0_s42_e13,1PSE,1217,0.15,top,182,50,0.27472527472527475,0.1495480690221857,1.8370365897838428
abl_anchor_w3.0_s42_e13,1PSE,1217,0.15,bot,182,111,0.6098901098901099,0.1495480690221857,4.078221229320131
abl_anchor_w3.0_s42_e13,1QKH,1271,0.05,top,63,10,0.15873015873015872,0.04956726986624705,3.202317964222726
abl_anchor_w3.0_s42_e13,1QKH,1271,0.05,bot,63,17,0.2698412698412698,0.04956726986624705,5.443940539178634
abl_anchor_w3.0_s42_e13,1QKH,1271,0.1,top,127,27,0.2125984251968504,0.0999213217938631,2.127658255316511
abl_anchor_w3.0_s42_e13,1QKH,1271,0.1,bot,127,38,0.2992125984251969,0.0999213217938631,2.994481988963978
abl_anchor_w3.0_s42_e13,1QKH,1271,0.15,top,190,57,0.3,0.14948859166011014,2.006842105263158
abl_anchor_w3.0_s42_e13,1QKH,1271,0.15,bot,190,71,0.3736842105263158,0.14948859166011014,2.499750692520776
abl_anchor_w3.0_s42_e13,1QP2,1082,0.05,top,54,13,0.24074074074074073,0.04990757855822551,4.823731138545953
abl_anchor_w3.0_s42_e13,1QP2,1082,0.05,bot,54,22,0.4074074074074074,0.04990757855822551,8.163237311385458
abl_anchor_w3.0_s42_e13,1QP2,1082,0.1,top,108,36,0.3333333333333333,0.09981515711645102,3.339506172839506
abl_anchor_w3.0_s42_e13,1QP2,1082,0.1,bot,108,48,0.4444444444444444,0.09981515711645102,4.4526748971193415
abl_anchor_w3.0_s42_e13,1QP2,1082,0.15,top,162,60,0.37037037037037035,0.14972273567467653,2.473708276177412
abl_anchor_w3.0_s42_e13,1QP2,1082,0.15,bot,162,85,0.5246913580246914,0.14972273567467653,3.5044200579180003
abl_anchor_w3.0_s42_e13,1TUC,1043,0.05,top,52,11,0.21153846153846154,0.04985618408437201,4.242973372781065
abl_anchor_w3.0_s42_e13,1TUC,1043,0.05,bot,52,19,0.36538461538461536,0.04985618408437201,7.328772189349111
abl_anchor_w3.0_s42_e13,1TUC,1043,0.1,top,104,25,0.2403846153846154,0.09971236816874401,2.410780325443787
abl_anchor_w3.0_s42_e13,1TUC,1043,0.1,bot,104,50,0.4807692307692308,0.09971236816874401,4.821560650887574
abl_anchor_w3.0_s42_e13,1TUC,1043,0.15,top,156,50,0.32051282051282054,0.14956855225311602,2.142915844838922
abl_anchor_w3.0_s42_e13,1TUC,1043,0.15,bot,156,90,0.5769230769230769,0.14956855225311602,3.8572485207100584
abl_anchor_w3.0_s42_e13,1W4H,801,0.05,top,40,13,0.325,0.049937578027465665,6.508125000000001
abl_anchor_w3.0_s42_e13,1W4H,801,0.05,bot,40,17,0.425,0.049937578027465665,8.510625000000001
abl_anchor_w3.0_s42_e13,1W4H,801,0.1,top,80,27,0.3375,0.09987515605493133,3.3792187500000006
abl_anchor_w3.0_s42_e13,1W4H,801,0.1,bot,80,48,0.6,0.09987515605493133,6.0075
abl_anchor_w3.0_s42_e13,1W4H,801,0.15,top,120,47,0.39166666666666666,0.149812734082397,2.614375
abl_anchor_w3.0_s42_e13,1W4H,801,0.15,bot,120,87,0.725,0.149812734082397,4.8393749999999995
abl_anchor_w3.0_s42_e13,2BTH,800,0.05,top,40,6,0.15,0.05,2.9999999999999996
abl_anchor_w3.0_s42_e13,2BTH,800,0.05,bot,40,14,0.35,0.05,6.999999999999999
abl_anchor_w3.0_s42_e13,2BTH,800,0.1,top,80,18,0.225,0.1,2.25
abl_anchor_w3.0_s42_e13,2BTH,800,0.1,bot,80,33,0.4125,0.1,4.124999999999999
abl_anchor_w3.0_s42_e13,2BTH,800,0.15,top,120,29,0.24166666666666667,0.15,1.6111111111111112
abl_anchor_w3.0_s42_e13,2BTH,800,0.15,bot,120,58,0.48333333333333334,0.15,3.2222222222222223
abl_anchor_w3.0_s42_e13,2K1B,933,0.05,top,46,13,0.2826086956521739,0.04930332261521972,5.732041587901701
abl_anchor_w3.0_s42_e13,2K1B,933,0.05,bot,46,22,0.4782608695652174,0.04930332261521972,9.700378071833649
abl_anchor_w3.0_s42_e13,2K1B,933,0.1,top,93,31,0.3333333333333333,0.09967845659163987,3.344086021505376
abl_anchor_w3.0_s42_e13,2K1B,933,0.1,bot,93,53,0.5698924731182796,0.09967845659163987,5.717308359347902
abl_anchor_w3.0_s42_e13,2K1B,933,0.15,top,139,58,0.4172661870503597,0.1489817792068596,2.8007867087624865
abl_anchor_w3.0_s42_e13,2K1B,933,0.15,bot,139,96,0.6906474820143885,0.1489817792068596,4.635784897262047
abl_anchor_w3.0_s42_e13,2K28,919,0.05,top,45,9,0.2,0.04896626768226333,4.084444444444444
abl_anchor_w3.0_s42_e13,2K28,919,0.05,bot,45,19,0.4222222222222222,0.04896626768226333,8.622716049382715
abl_anchor_w3.0_s42_e13,2K28,919,0.1,top,91,26,0.2857142857142857,0.09902067464635474,2.885400313971742
abl_anchor_w3.0_s42_e13,2K28,919,0.1,bot,91,42,0.46153846153846156,0.09902067464635474,4.661031276415892
abl_anchor_w3.0_s42_e13,2K28,919,0.15,top,137,46,0.3357664233576642,0.14907508161044614,2.2523309712824338
abl_anchor_w3.0_s42_e13,2K28,919,0.15,bot,137,83,0.6058394160583942,0.14907508161044614,4.063988491661783
abl_anchor_w3.0_s42_e13,2K5H,1124,0.05,top,56,8,0.14285714285714285,0.0498220640569395,2.86734693877551
abl_anchor_w3.0_s42_e13,2K5H,1124,0.05,bot,56,23,0.4107142857142857,0.0498220640569395,8.243622448979592
abl_anchor_w3.0_s42_e13,2K5H,1124,0.1,top,112,28,0.25,0.099644128113879,2.5089285714285716
abl_anchor_w3.0_s42_e13,2K5H,1124,0.1,bot,112,73,0.6517857142857143,0.099644128113879,6.541135204081633
abl_anchor_w3.0_s42_e13,2K5H,1124,0.15,top,168,60,0.35714285714285715,0.1494661921708185,2.3894557823129254
abl_anchor_w3.0_s42_e13,2K5H,1124,0.15,bot,168,120,0.7142857142857143,0.1494661921708185,4.778911564625851
abl_anchor_w3.0_s42_e13,2KVS,1206,0.05,top,60,6,0.1,0.04975124378109453,2.0100000000000002
abl_anchor_w3.0_s42_e13,2KVS,1206,0.05,bot,60,20,0.3333333333333333,0.04975124378109453,6.699999999999999
abl_anchor_w3.0_s42_e13,2KVS,1206,0.1,top,120,20,0.16666666666666666,0.09950248756218906,1.6749999999999998
abl_anchor_w3.0_s42_e13,2KVS,1206,0.1,bot,120,46,0.38333333333333336,0.09950248756218906,3.8525
abl_anchor_w3.0_s42_e13,2KVS,1206,0.15,top,180,39,0.21666666666666667,0.14925373134328357,1.4516666666666669
abl_anchor_w3.0_s42_e13,2KVS,1206,0.15,bot,180,77,0.42777777777777776,0.14925373134328357,2.866111111111111
abl_anchor_w3.0_s42_e13,2KWH,979,0.05,top,48,11,0.22916666666666666,0.049029622063329927,4.674045138888889
abl_anchor_w3.0_s42_e13,2KWH,979,0.05,bot,48,17,0.3541666666666667,0.049029622063329927,7.223524305555556
abl_anchor_w3.0_s42_e13,2KWH,979,0.1,top,97,33,0.3402061855670103,0.09908069458631256,3.4336273780423
abl_anchor_w3.0_s42_e13,2KWH,979,0.1,bot,97,45,0.4639175257731959,0.09908069458631256,4.682219151875864
abl_anchor_w3.0_s42_e13,2KWH,979,0.15,top,146,57,0.3904109589041096,0.1491317671092952,2.6178926627885155
abl_anchor_w3.0_s42_e13,2KWH,979,0.15,bot,146,75,0.5136986301369864,0.1491317671092952,3.4445956089322576
abl_anchor_w3.0_s42_e13,2KXD,1172,0.05,top,58,5,0.08620689655172414,0.04948805460750853,1.741973840665874
abl_anchor_w3.0_s42_e13,2KXD,1172,0.05,bot,58,26,0.4482758620689655,0.04948805460750853,9.058263971462544
abl_anchor_w3.0_s42_e13,2KXD,1172,0.1,top,117,24,0.20512820512820512,0.09982935153583618,2.054788516326978
abl_anchor_w3.0_s42_e13,2KXD,1172,0.1,bot,117,77,0.6581196581196581,0.09982935153583618,6.592446489882387
abl_anchor_w3.0_s42_e13,2KXD,1172,0.15,top,175,58,0.3314285714285714,0.1493174061433447,2.219624489795918
abl_anchor_w3.0_s42_e13,2KXD,1172,0.15,bot,175,123,0.7028571428571428,0.1493174061433447,4.707134693877551
abl_anchor_w3.0_s42_e13,2L33,1333,0.05,top,66,6,0.09090909090909091,0.04951237809452363,1.8360881542699725
abl_anchor_w3.0_s42_e13,2L33,1333,0.05,bot,66,34,0.5151515151515151,0.04951237809452363,10.404499540863178
abl_anchor_w3.0_s42_e13,2L33,1333,0.1,top,133,27,0.20300751879699247,0.09977494373593399,2.0346543049352706
abl_anchor_w3.0_s42_e13,2L33,1333,0.1,bot,133,87,0.6541353383458647,0.09977494373593399,6.556108315902538
abl_anchor_w3.0_s42_e13,2L33,1333,0.15,top,199,43,0.21608040201005024,0.14928732183045762,1.4474129441175727
abl_anchor_w3.0_s42_e13,2L33,1333,0.15,bot,199,146,0.7336683417085427,0.14928732183045762,4.914471856771293
abl_anchor_w3.0_s42_e13,2LQK,989,0.05,top,49,9,0.1836734693877551,0.04954499494438827,3.707205331112037
abl_anchor_w3.0_s42_e13,2LQK,989,0.05,bot,49,16,0.32653061224489793,0.04954499494438827,6.590587255310287
abl_anchor_w3.0_s42_e13,2LQK,989,0.1,top,98,32,0.32653061224489793,0.09908998988877654,3.2952936276551434
abl_anchor_w3.0_s42_e13,2LQK,989,0.1,bot,98,54,0.5510204081632653,0.09908998988877654,5.560807996668054
abl_anchor_w3.0_s42_e13,2LQK,989,0.15,top,148,58,0.3918918918918919,0.14964610717896865,2.618791088385683
abl_anchor_w3.0_s42_e13,2LQK,989,0.15,bot,148,93,0.6283783783783784,0.14964610717896865,4.199096055514975
abl_anchor_w3.0_s42_e13,2WXC,786,0.05,top,39,18,0.46153846153846156,0.04961832061068702,9.301775147928995
abl_anchor_w3.0_s42_e13,2WXC,786,0.05,bot,39,17,0.4358974358974359,0.04961832061068702,8.78500986193294
abl_anchor_w3.0_s42_e13,2WXC,786,0.1,top,78,27,0.34615384615384615,0.09923664122137404,3.4881656804733727
abl_anchor_w3.0_s42_e13,2WXC,786,0.1,bot,78,51,0.6538461538461539,0.09923664122137404,6.588757396449704
abl_anchor_w3.0_s42_e13,2WXC,786,0.15,top,117,41,0.3504273504273504,0.14885496183206107,2.354152969537585
abl_anchor_w3.0_s42_e13,2WXC,786,0.15,bot,117,87,0.7435897435897436,0.14885496183206107,4.995397764628534
abl_anchor_w3.0_s42_e13,3DKM,1238,0.05,top,61,4,0.06557377049180328,0.049273021001615507,1.3308250470303684
abl_anchor_w3.0_s42_e13,3DKM,1238,0.05,bot,61,27,0.4426229508196721,0.049273021001615507,8.983069067454986
abl_anchor_w3.0_s42_e13,3DKM,1238,0.1,top,123,35,0.2845528455284553,0.09935379644588045,2.864035957432745
abl_anchor_w3.0_s42_e13,3DKM,1238,0.1,bot,123,52,0.42276422764227645,0.09935379644588045,4.255139136757221
abl_anchor_w3.0_s42_e13,3DKM,1238,0.15,top,185,59,0.31891891891891894,0.1494345718901454,2.1341709276844414
abl_anchor_w3.0_s42_e13,3DKM,1238,0.15,bot,185,94,0.5081081081081081,0.1494345718901454,3.4002045288531777
abl_anchor_w3.0_s42_e13,4C26,1159,0.05,top,57,10,0.17543859649122806,0.04918032786885246,3.567251461988304
abl_anchor_w3.0_s42_e13,4C26,1159,0.05,bot,57,41,0.7192982456140351,0.04918032786885246,14.625730994152047
abl_anchor_w3.0_s42_e13,4C26,1159,0.1,top,115,26,0.22608695652173913,0.0992234685073339,2.278563327032136
abl_anchor_w3.0_s42_e13,4C26,1159,0.1,bot,115,78,0.6782608695652174,0.0992234685073339,6.835689981096408
abl_anchor_w3.0_s42_e13,4C26,1159,0.15,top,173,48,0.2774566473988439,0.14926660914581535,1.8587991580072838
